"","Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"154658","2015-12",-5.920715,54.680671,"Fineview","BURG","NEWTOWNABBEY",67
"238766","2016-06",-6.637117,55.196043,"Ballywillin Crescent","VISO","Other Town",NA
"85982","2015-07",-7.464827,54.821587,"Ballycolman Avenue","CDAR","STRABANE",111
"329736","2017-01",-6.604071,54.750153,"Piney Hill","VISO","Other Town",NA
"262858","2016-08",-7.246223,54.544415,NA,"DRUG",NA,NA
"302990","2016-11",-6.33854,54.308076,NA,"OTTH",NA,NA
"180565","2016-02",-6.059864,54.507659,"Jubilee Place","DRUG","Other Town",NA
"238585","2016-06",-6.196878,54.100453,"Bridge Street","VISO","Other Town",NA
"105359","2015-08",-7.286942,54.975231,"Tullyally Road","VISO","DRUMAHOE",27
"190814","2016-03",-6.328444,54.176857,NA,"ASBO",NA,NA
"69383","2015-06",-6.771943,54.504081,"Shamble Lane","ASBO","Other Town",NA
"252609","2016-07",-5.94181,54.628451,"Chichester Mews","VISO","BELFAST",232
"394245","2017-06",-7.375224,54.977145,"Letterkenny Road","VECR","Other Town",NA
"196770","2016-03",-6.012248,54.537488,"Riverside","VISO","Other Town",NA
"309091","2016-12",-6.323157,54.454223,NA,"ASBO",NA,NA
"8470","2015-01",-5.990915,54.676213,"Blackwater Business Park","VECR",NA,NA
"70352","2015-06",-6.009062,54.751095,NA,"BURG",NA,NA
"263337","2016-08",-6.271275,54.349054,"Downshire Place","OTTH","Other Town",NA
"67887","2015-06",-5.948263,54.635317,"Upper Cavehill Road","ASBO","BELFAST",232
"145964","2015-11",-5.963415,54.677353,NA,"SHOP",NA,NA
"76712","2015-06",-5.712009,54.324682,"St Patrick'S Avenue","VISO",NA,NA
"369373","2017-04",-6.744976,54.645884,"Central Avenue","VISO","Other Town",NA
"97845","2015-08",-5.665722,54.664711,"Albert Street","ASBO","Other Town",NA
"405290","2017-07",-7.269226,54.611141,"Richmond Park","CDAR","Other Town",NA
"8778","2015-01",-6.260064,54.419612,"Soudavar Park","VISO","CRAIGAVON",110
"44251","2015-04",-5.666809,54.660896,"Bingham Lane","CDAR","BANGOR",318
"100743","2015-08",-6.941723,55.049072,NA,"CDAR",NA,NA
"297242","2016-11",-6.195064,54.718007,"Rathkyle","ASBO","ANTRIM",168
"13470","2015-02",-5.65343,54.637284,"Willowbrook Dale","ASBO","BANGOR",318
"226050","2016-05",-5.658165,54.636845,"Arleigh Court","VISO","BANGOR",318
"280966","2016-09",-6.219285,54.714583,"Market Square","VISO","Other Town",NA
"123545","2015-10",-5.715557,54.328604,"St Patrick'S Avenue","ASBO",NA,NA
"159975","2015-12",-7.464175,54.826156,"Castle Street","VISO","Other Town",NA
"301391","2016-11",-5.97098,54.588763,NA,"CDAR",NA,NA
"396053","2017-06",-6.013401,54.543338,"Beech Grove","VISO","Other Town",NA
"312974","2016-12",-5.926248,54.599505,"Pottingers Entry","CDAR","BELFAST",232
"239350","2016-06",-6.368384,54.849278,"Belgrano","VISO","AHOGHILL",217
"190466","2016-03",-6.010373,54.761099,"Rashee Road","ASBO","BALLYCLARE",116
"146617","2015-11",-5.971825,54.58981,"Rockmount Street","VECR","BELFAST",232
"157979","2015-12",-5.927851,54.61089,"Hillman Street","OTTH","BELFAST",232
"84676","2015-07",-6.239716,54.783458,"Fernisky Road","BURG","KELLS",NA
"57107","2015-05",-6.334222,54.193541,"Spring Hill Court","CDAR","NEWRY",194
"160102","2015-12",-5.927099,54.601937,"Hill Street","VISO","Other Town",NA
"109475","2015-09",-6.466877,55.122172,"Travers Place","ASBO","BALLYMONEY",59
"289396","2016-10",-5.872414,54.600574,"Edenvale Crescent","CDAR","Other Town",NA
"167836","2016-01",-5.915143,54.596349,"Laganbank Road","CDAR","Other Town",NA
"109276","2015-09",-7.294194,54.986475,NA,"ASBO",NA,NA
"164997","2016-01",-5.976456,54.595324,NA,"ASBO",NA,NA
"81192","2015-07",-5.535829,54.490103,"Mill Heights","ASBO","KIRCUBBIN",9
"341505","2017-02",-6.786442,55.166181,"Sea Road","VISO","CASTLEROCK",21
"217260","2016-05",-7.216132,54.980194,"Lettershendony Avenue","ASBO","DRUMAHOE",27
"162591","2016-01",-6.345471,54.184271,"Violet Hill Avenue","ASBO","NEWRY",194
"236179","2016-06",-5.928592,54.599366,"Corn Market","SHOP","Other Town",NA
"399541","2017-07",-5.929328,54.598579,"Castle Lane","ASBO","Other Town",NA
"267527","2016-08",-5.912762,54.565157,"Saintfield Road","VISO","Other Town",NA
"137272","2015-10",-5.892035,54.577574,"Montgomery Road","VISO","BELFAST",232
"136386","2015-10",-5.977635,54.628965,"Brookmill Way","VISO","BELFAST",232
"387798","2017-06",-5.535683,54.642402,"Townhall Lane","ASBO","DONAGHADEE",309
"156823","2015-12",-6.334325,54.185627,"Toll House Park","DRUG","NEWRY",194
"232211","2016-06",-6.20455,54.979355,"Glenravel Road","BURG","Other Town",NA
"210482","2016-04",-6.441213,54.422032,"Sandy Row","VISO","Other Town",NA
"57140","2015-05",-6.541557,55.214494,"Ballaghmore Road","CDAR","Other Town",NA
"98670","2015-08",-5.533263,54.639387,"Mount Royal","ASBO","Other Town",NA
"295450","2016-10",-5.993768,54.685021,"Antrim Road","VISO","Other Town",NA
"122304","2015-10",-7.325758,55.006389,"Edenmore Street","ASBO","LONDONDERRY",NA
"210367","2016-04",-6.442651,54.423111,"High Street","VISO","Other Town",NA
"114274","2015-09",-5.960764,54.613003,"Elmfield Street","CDAR","BELFAST",232
"148405","2015-11",-6.255555,54.110249,"Riverfields Avenue","VISO","WARRENPOINT",334
"180037","2016-02",-6.949792,55.052825,"Main Street","CDAR","Other Town",NA
"330450","2017-01",-5.925779,54.586208,"Dudley Street","VISO","BELFAST",232
"214224","2016-05",-7.277878,55.026891,"Westlake","ASBO","LONDONDERRY",NA
"286457","2016-10",-5.926385,54.633013,"Mount Vernon Park","ASBO","BELFAST",232
"348873","2017-03",-5.900673,54.598777,"Lendrick Street","CDAR","BELFAST",232
"347997","2017-03",-5.897615,54.549108,"Finsbury Avenue","ASBO","BELFAST",232
"161251","2015-12",-6.139844,54.628844,"Dundrod Road","VISO","Other Town",NA
"63169","2015-05",-7.632114,54.361803,"Lawnakilla Park","VISO","ENNISKILLEN",80
"263115","2016-08",-5.725446,54.31657,"Racecourse Close","OTTH","DOWNPATRICK",58
"118167","2015-09",-6.653563,54.347367,"Scotch Street","SHOP","Other Town",NA
"381998","2017-05",-6.74678,54.63761,"Rathmore","VISO","Other Town",NA
"64042","2015-05",-6.638605,55.199357,"Sunnyvale Avenue","VISO","PORTRUSH",308
"396607","2017-06",-5.963583,54.61917,"Berwick Road","VISO","BELFAST",232
"519","2015-01",-5.887579,54.593445,"Beersbridge Road","ASBO","BELFAST",232
"291137","2016-10",-5.686382,54.596046,"Bangor Road","OTTH","Other Town",NA
"259313","2016-08",-6.74355,54.646911,"Brewery Lane","ASBO","Other Town",NA
"318111","2016-12",-5.893912,54.206988,NA,"VISO",NA,NA
"367295","2017-04",-5.927653,54.600778,"Waring Street","VISO","Other Town",NA
"210353","2016-04",-6.218818,54.716732,"Menin Road","VISO","ANTRIM",168
"308203","2016-12",-6.061748,54.509927,"Donard Drive","ASBO","LISBURN",74
"381192","2017-05",-5.922125,54.602355,"Donegall Quay","VISO","BELFAST",232
"37756","2015-04",-7.325394,55.001042,"Clarendon Street","ASBO","LONDONDERRY",NA
"204367","2016-04",-6.474708,55.125217,NA,"ASBO",NA,NA
"81269","2015-07",-6.306607,54.381109,"Church View Drive","ASBO","LAWRENCETOWN",322
"409071","2017-07",-6.75125,54.645868,"Parkmount","VISO","Other Town",NA
"15152","2015-02",-6.92665,54.593639,"Main Street","ASBO","Other Town",NA
"89524","2015-07",-6.950542,55.050469,"Market Street","SHOP","Other Town",NA
"366607","2017-04",-5.971335,54.620818,"Wheatfield Drive","VECR","Other Town",NA
"48941","2015-04",-6.316502,54.458956,"Avenue Road","VISO","LURGAN",197
"151855","2015-12",-7.322053,54.999964,"Strand Road","ASBO","Other Town",NA
"66816","2015-06",-6.339832,54.886722,"Elmwood","ASBO","CULLYBACKEY",184
"68592","2015-06",-5.93748,54.623732,"Glandore Avenue","ASBO","BELFAST",232
"400172","2017-07",-6.323532,54.460149,"Lime Grove","ASBO","Other Town",NA
"333468","2017-02",-6.245283,54.400997,"Cloverdale","ASBO","Other Town",NA
"392281","2017-06",-7.097478,54.45922,"Errigal Road","OTTH","Other Town",NA
"164558","2016-01",-5.52884,54.607343,"Main Street","ASBO","Other Town",NA
"350687","2017-03",-6.350375,54.15883,"Chancellors Road","DRUG","NEWRY",194
"26551","2015-03",-5.931612,54.591385,"Ashburne Place","ASBO","BELFAST",232
"124487","2015-10",-7.329352,54.999843,"Infirmary Road","ASBO","LONDONDERRY",NA
"201823","2016-04",-6.276755,54.863527,"Bridge Street","ASBO","Other Town",NA
"265927","2016-08",-5.924441,54.75619,"Main Street","VISO","Other Town",NA
"210119","2016-04",-5.979746,54.582944,"Glen Parade","VISO","BELFAST",232
"328061","2017-01",-6.231916,54.730643,NA,"SHOP",NA,NA
"232493","2016-06",-6.331945,54.436062,"Coronation Place","BURG","LURGAN",197
"145470","2015-11",-7.31233,54.988277,"Alexander Terrace","PUBO","Other Town",NA
"271210","2016-09",-5.927064,54.584353,"Rugby Avenue","ASBO","Other Town",NA
"98458","2015-08",-7.328854,54.990399,"Bishop Street","ASBO","LONDONDERRY",NA
"109131","2015-09",-5.754369,54.552642,"Belfast Road","ASBO","Other Town",NA
"213260","2016-05",-5.859753,54.763241,"Cairn Road","ASBO","Other Town",NA
"303640","2016-11",-6.711558,55.17206,"Coleraine Road","OTTH","Other Town",NA
"320799","2017-01",-7.288759,54.995193,"Laurel Park","ASBO","Other Town",NA
"47196","2015-04",-6.046705,54.511284,"Bow Street","SHOP","Other Town",NA
"251983","2016-07",-6.332541,54.456662,"Portlec Place","VISO","LURGAN",197
"374837","2017-05",-6.744491,54.64251,"Loy Street","ASBO","COOKSTOWN",52
"260891","2016-08",-7.328104,55.026811,"Moss Park","CDAR","Other Town",NA
"113021","2015-09",-6.220797,54.887821,"Raceview Road","ASBO","Other Town",NA
"145187","2015-11",-7.730497,54.533825,"Boa Island Road","OTTH","Other Town",NA
"276037","2016-09",-5.931723,54.615125,"Robina Court","CDAR","BELFAST",232
"373099","2017-05",-5.927338,54.582012,"Southview Street","ASBO","BELFAST",232
"300482","2016-11",-6.274376,54.851418,"Shanlieve","BURG","BALLYMENA",220
"378471","2017-05",-5.931179,54.593507,"Bedford Street","DRUG","BELFAST",232
"157366","2015-12",-7.313551,54.989972,"Spencer Road","OTTH","Other Town",NA
"351467","2017-03",-5.955547,54.595727,NA,"OTTH",NA,NA
"22523","2015-02",-5.899793,54.241505,"The Old Mill","VISO","Other Town",NA
"104512","2015-08",-5.932499,54.598004,"College Street","VECR","Other Town",NA
"151069","2015-12",-5.961805,54.590325,"Iveagh Drive","ASBO","Other Town",NA
"148370","2015-11",-6.669175,55.128494,"Beresford Court","VISO","Other Town",NA
"115429","2015-09",-7.321893,54.999244,"Great James Street","CDAR","LONDONDERRY",NA
"159942","2015-12",-7.639065,54.346274,"Market Street","VISO","Other Town",NA
"143253","2015-11",-6.231916,54.730643,NA,"CDAR",NA,NA
"114773","2015-09",-6.819175,54.26148,"Crossdall Road","CDAR","MIDDLETOWN",182
"329636","2017-01",-6.422931,54.425056,"Beechcote Avenue","VISO","PORTADOWN",174
"409434","2017-07",-7.487626,54.452953,"Woodview Crescent","VISO","Other Town",NA
"309948","2016-12",-6.21119,54.619255,"Tromery Drive","ASBO","CRUMLIN",273
"248267","2016-07",-6.182763,54.718901,NA,"CDAR",NA,NA
"244401","2016-07",-6.515408,55.068083,"Meeting House Street","ASBO","Other Town",NA
"239604","2016-06",-6.023353,54.564751,"Colinmill","VISO","DUNMURRY",NA
"98205","2015-08",-7.310696,54.987019,"Trench Road","ASBO","Other Town",NA
"186932","2016-03",-6.335977,54.456737,NA,"ASBO",NA,NA
"409641","2017-07",-5.974305,54.591901,"Whiterock Parade","VISO","BELFAST",232
"34049","2015-03",-7.015178,55.044694,"Copeland Crescent","VISO","Other Town",NA
"21359","2015-02",-7.320709,55.017536,"Racecourse Road","VISO","Other Town",NA
"203191","2016-04",-5.9336,54.5946,"Amelia Street","ASBO","BELFAST",232
"22218","2015-02",-5.927784,54.603997,"Academy Street","VISO","Other Town",NA
"391096","2017-06",-6.163363,54.23564,"Cross Heights","CDAR","RATHFRILAND",152
"260549","2016-08",-5.909378,54.581721,"Broughton Gardens","BURG","BELFAST",232
"111076","2015-09",-6.700079,54.448257,"Roxborough Park","ASBO","MOY",140
"410174","2017-07",-6.030235,54.557019,"Woodside View","VISO","DUNMURRY",NA
"147643","2015-11",-6.655227,54.351483,NA,"VISO",NA,NA
"152975","2015-12",-5.900486,54.583768,"Glendower Street","ASBO","BELFAST",232
"135884","2015-10",-6.215095,54.620939,"Mill Road","VISO","Other Town",NA
"42958","2015-04",-5.962501,54.606438,NA,"CDAR",NA,NA
"238621","2016-06",-6.253821,54.100951,"Dock Street","VISO","Other Town",NA
"137062","2015-10",-5.936912,54.619661,"Castleton Gardens","VISO","BELFAST",232
"1555","2015-01",-6.045229,54.507594,"Nicholson Gardens","ASBO","Other Town",NA
"409262","2017-07",-6.21334,54.597041,"Gobrana Road","VISO","Other Town",NA
"151935","2015-12",-6.178748,54.719137,"Suffolk Close","ASBO","Other Town",NA
"90623","2015-07",-5.896944,54.600877,"Tamar Street","VISO","BELFAST",232
"305799","2016-11",-5.928321,54.583979,NA,"VISO",NA,NA
"125897","2015-10",-5.706932,54.315078,"Brannish Road","ASBO","DOWNPATRICK",58
"165503","2016-01",-6.646715,55.126477,NA,"ASBO",NA,NA
"161949","2015-12",-7.323437,55.017066,"Buncrana Road","VISO","LONDONDERRY",NA
"181365","2016-02",-5.945957,54.630669,"Cavehill Road","OTTH","Other Town",NA
"317998","2016-12",-5.987592,54.582266,"Glen Road","VISO","Other Town",NA
"86235","2015-07",-5.927828,54.598562,"Arthur Square","CDAR","BELFAST",232
"307842","2016-12",-6.954542,55.04947,NA,"ASBO",NA,NA
"240865","2016-07",-5.800383,54.729113,"Glynn Park Close","ASBO","CARRICKFERGUS",198
"133506","2015-10",-6.43329,54.427761,"Bridge Street","SHOP","Other Town",NA
"154327","2015-12",-5.692182,54.641767,"Lord Warden'S Glade","BURG","BANGOR",318
"11085","2015-01",-6.024945,54.553887,"Juniper Park","VISO","Other Town",NA
"198886","2016-03",-6.967175,54.416572,"Orchard Park","VISO","Other Town",NA
"399174","2017-07",-5.938663,54.60403,"Shankill Terrace","ASBO","BELFAST",232
"163","2015-01",-6.219285,54.714583,"Market Square","ASBO","Other Town",NA
"43496","2015-04",-6.403089,54.354833,"Thornhill Crescent","CDAR","Other Town",NA
"181031","2016-02",-5.930198,54.655828,NA,"OTTH",NA,NA
"128507","2015-10",-5.881253,54.59161,"Bloomfield Road","BURG","Other Town",NA
"399689","2017-07",-7.349777,55.015179,"Marianus Park","ASBO","LONDONDERRY",NA
"240830","2016-07",-6.358083,54.953316,"Station View","ASBO","Other Town",NA
"302001","2016-11",-6.666585,55.197214,"Covehill Court","CDAR","PORTRUSH",308
"273032","2016-09",-5.903294,54.592353,"Isthmus Street","ASBO","BELFAST",232
"297498","2016-11",-7.371124,54.976648,"Letterkenny Road","ASBO","Other Town",NA
"45681","2015-04",-7.317373,55.010537,"Strand Road","OTTH","Other Town",NA
"89943","2015-07",-7.730108,54.264932,"Croaghrim Road","VECR","ENNISKILLEN",80
"256177","2016-08",-5.659205,54.638159,"Rathgill Park","ASBO","BANGOR",318
"394730","2017-06",-6.645496,55.133767,"Queens Court","VISO","Other Town",NA
"334256","2017-02",-6.017379,54.571554,"Suffolk Road","ASBO","BELFAST",232
"9120","2015-01",-5.919652,54.652646,"Bawnmore Park","VISO","NEWTOWNABBEY",67
"280855","2016-09",-5.929047,54.689089,"Ballyduff Gardens","VISO","NEWTOWNABBEY",67
"341857","2017-02",-5.983603,54.754547,"Ballynure Road","VISO","Other Town",NA
"332401","2017-02",-5.699888,54.596393,"Mark Street","ASBO","Other Town",NA
"346407","2017-03",-5.912762,54.565157,"Saintfield Road","ASBO","Other Town",NA
"77223","2015-06",-7.652853,54.34688,"Rossorry Church Road","VISO","ENNISKILLEN",80
"39069","2015-04",-6.362349,54.439281,"Clanrolla Park","ASBO","CRAIGAVON",110
"184681","2016-02",-5.940677,54.62482,"Vancouver Drive","VISO","BELFAST",232
"247089","2016-07",-6.270285,54.864773,"Glenshesk Drive","CDAR","BALLYMENA",220
"355348","2017-03",-7.635719,54.343883,"East Bridge Place","VISO","ENNISKILLEN",80
"350362","2017-03",-5.812437,54.724102,NA,"CDAR",NA,NA
"287127","2016-10",-6.323246,54.752074,"Neillsbrook Park","ASBO","RANDALSTOWN",274
"264985","2016-08",-6.67719,54.848229,"Crawfordsburn","VECR","MAGHERA",218
"269399","2016-09",-5.902498,54.673088,"Abbeyville Street","ASBO","NEWTOWNABBEY",67
"362253","2017-04",-5.959266,54.591908,"Thames Court","BURG","BELFAST",232
"352617","2017-03",-5.934292,54.600173,"Berry Street","SHOP","BELFAST",232
"348458","2017-03",-6.94133,55.040849,"Glenmore Gardens","BURG","Other Town",NA
"134359","2015-10",-6.786442,55.166181,"Sea Road","VISO","CASTLEROCK",21
"225083","2016-05",-5.902077,54.54348,"Ballylenaghan Park","VISO","BELFAST",232
"302185","2016-11",-5.709427,54.653847,"Sinclair Avenue","CDAR","BANGOR",318
"331368","2017-02",-6.617981,54.7567,"Rainey Court","ASBO","MAGHERAFELT",353
"84947","2015-07",-6.355705,54.180772,"Laurel Hill","BURG","Other Town",NA
"362174","2017-04",-5.918262,54.579808,"Park Road","BURG","Other Town",NA
"162980","2016-01",-6.061711,54.503861,"Killaney Avenue","ASBO","LISBURN",74
"404493","2017-07",-6.215501,54.719828,"Centaur Court","CDAR","ANTRIM",168
"231017","2016-06",-5.66368,54.596867,"Thornleigh Avenue","ASBO","Other Town",NA
"373882","2017-05",-6.107841,54.736325,NA,"ASBO",NA,NA
"294267","2016-10",-5.986086,54.609636,"Lyndhurst View Avenue","VISO","BELFAST",232
"96961","2015-08",-6.018446,54.56326,"Upper Dunmurry Lane","ASBO","Other Town",NA
"1607","2015-01",-5.980273,54.577301,"Kennedy Way","ASBO","BELFAST",232
"197258","2016-03",-6.260812,54.859418,"Iona Gardens","VISO","Other Town",NA
"358870","2017-04",-6.024904,54.569439,"Colinbrook Park","ASBO","DUNMURRY",NA
"107944","2015-08",-7.302213,55.003229,"Ebrington Park","VISO","LONDONDERRY",NA
"272982","2016-09",-6.748208,54.650616,"Millburn Park","ASBO","COOKSTOWN",52
"361961","2017-04",-7.638878,54.344809,"Townhall Street","ASBO","Other Town",NA
"375071","2017-05",-5.838887,54.593097,"Summerhill Parade","ASBO","BELFAST",232
"160611","2015-12",-7.330775,54.99509,"Cable Street","VISO","LONDONDERRY",NA
"355997","2017-03",-6.275819,54.868688,"Thomas Street","VISO","Other Town",NA
"211758","2016-04",-7.609154,54.353089,"Lackaboy View","VISO","ENNISKILLEN",80
"304993","2016-11",-6.351386,54.189994,"Larchmount","VECR",NA,NA
"395111","2017-06",-6.739946,54.647727,"Limekiln Lane","VISO","COOKSTOWN",52
"234428","2016-06",NA,NA,"No Location","DRUG",NA,NA
"128013","2015-10",-6.278102,54.880526,"Johnston Close","ASBO","BALLYMENA",220
"305858","2016-11",-6.269388,54.880977,"Dunclug Park","VISO","BALLYMENA",220
"185363","2016-02",-5.680423,54.588177,"Old Shore Road","VISO","Other Town",NA
"195000","2016-03",-6.710724,54.809664,"Calmore Park","OTTH","TOBERMORE",302
"195216","2016-03",-5.706909,54.598674,"Glenford Way","OTTH","NEWTOWNARDS",199
"304790","2016-11",-5.904637,54.573732,"Flush Gardens","VECR","BELFAST",232
"44109","2015-04",-6.167305,54.129702,"Kilbroney Road","CDAR","ROSTREVOR",146
"264248","2016-08",-5.9374,54.615213,"Eia Street","POS","BELFAST",232
"173723","2016-01",-5.702351,54.595523,"West Street","VISO","Other Town",NA
"329398","2017-01",-6.036467,54.56084,"Ardcaoin Green","VISO","DUNMURRY",NA
"253800","2016-07",-6.192257,54.509883,"Willow Lodge","VISO","Other Town",NA
"102612","2015-08",-5.932085,54.578994,"Sandhurst Drive","OTTH","Other Town",NA
"280314","2016-09",-6.356829,54.176376,"Altnaveigh Park","VISO","NEWRY",194
"143090","2015-11",-5.950158,54.601961,"North Howard Court","CDAR","BELFAST",232
"366824","2017-04",-6.028131,54.528862,"Station Road","VECR","Other Town",NA
"270445","2016-09",-7.469399,54.820565,"St. Marys Place","ASBO","STRABANE",111
"386247","2017-06",-5.952985,54.617167,"Torrens Gardens","ASBO","BELFAST",232
"55213","2015-05",-5.928256,54.6014,"Donegall Street","ASBO","BELFAST",232
"400153","2017-07",-6.974497,54.413275,"Moore Street","ASBO","Other Town",NA
"144328","2015-11",-7.184759,55.033902,"Clooney Road","OTTH","Other Town",NA
"97523","2015-08",-5.930334,54.599189,"Castle Street","ASBO","Other Town",NA
"253323","2016-07",-5.930305,54.598533,"Donegall Place","VISO","Other Town",NA
"307435","2016-11",-6.51431,55.066892,"Seymour Street","VISO","Other Town",NA
"396474","2017-06",NA,NA,"No Location","VISO",NA,NA
"383786","2017-05",-6.52103,55.20751,"Meadow Court","VISO","Other Town",NA
"325973","2017-01",-5.640513,54.654366,"Ambleside Drive","CDAR","BANGOR",318
"128275","2015-10",-6.670388,55.128804,"New Row","BITH","Other Town",NA
"38439","2015-04",-7.460474,54.824891,"Barrack Street","ASBO","Other Town",NA
"85299","2015-07",-5.793027,54.720785,"Elizabeth Place","CDAR","BALLYMONEY",59
"13072","2015-02",-5.953758,54.601465,"Ashmore Street","ASBO","BELFAST",232
"238541","2016-06",-5.939027,54.62622,"Kenbella Parade","VISO","BELFAST",232
"63453","2015-05",-6.180775,54.708189,"Craigburn","VISO","ANTRIM",168
"51547","2015-05",-5.653538,54.645364,"Rossinver Gardens","ASBO","BANGOR",318
"60894","2015-05",-5.948269,54.581974,"Edinburgh Street","VECR","BELFAST",232
